Precio,Barrios,Expensas,Ambientes,MetrosCuadrados,Direccion,Dolarizado,PrecioPesos,PrecioM2Pesos,Tipo,ID,Ciudad,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Barrio_geopy,Barrio_Recod,Corredor,DireccionNorm,Latitud,Longitud
USD 500,"Villa Crespo, Capital Federal",$ 118.062 Expensas,2.0,55.0,Vera 236,si,707500.0,1.28636363636363e+16,departamentos-,53028239,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 236,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.601271259183676,-58.43567926530612
360000,"Villa Crespo, Capital Federal",$ 65.000 Expensas,1.0,32.0,Av. Corrientes 5040 ,no,360000.0,11250.0,departamentos-,54008894,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av. Corrientes 5040 ,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.60062057142857,-58.43693674285714
520000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,2.0,35.0,Fragata Sarmiento 1663,no,520000.0,1.48571428571428e+16,departamentos-,54049032,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Fragata Sarmiento 1663,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
670000,"Villa Crespo, Capital Federal",$ 33.000 Expensas,2.0,47.0,Acevedo 561,no,670000.0,1425531914893610.0,departamentos-,53962484,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Acevedo 561,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.596935510204084,-58.43869765714285
USD 590,"Villa Crespo, Capital Federal",$ 45.000 Expensas,2.0,50.0,Castillo y Serrano,si,834850.0,16697.0,departamentos-,53866655,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Castillo y Serrano,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
550000,"Villa Crespo, Capital Federal",$ 163.000 Expensas,3.0,68.0,Vera 100,no,550000.0,8088235294117640.0,departamentos-,53859704,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6024041,-58.4345092
USD 700,"Villa Crespo, Capital Federal",$ 70.000 Expensas,2.0,54.0,Malabia  400 4°,si,990500.0,1834259259259250.0,departamentos-,54009531,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 400 4°,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5940735,-58.4321013
350000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,1.0,35.0,Luis maria drago 200,no,350000.0,10000.0,departamentos-,54049890,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Luis maria drago 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.602408,-58.436421
450000,"Villa Crespo, Capital Federal",$ 86.000 Expensas,1.0,49.0,GURRUCHAGA 447,no,450000.0,9183673469387750.0,departamentos-,52948810,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"GURRUCHAGA 447,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.597754002040816,-58.44217223469388
450000,"Villa Crespo, Capital Federal",$ 73.000 Expensas,3.0,42.0,Lavalleja  700,no,450000.0,1.07142857142857e+16,departamentos-,53917472,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59951,-58.4324081
1350000,"Villa Crespo, Capital Federal",$ 150.000 Expensas,3.0,85.0,Malabia 444,no,1350000.0,1588235294117640.0,departamentos-,49049771,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 444,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598619463999995,-58.439342636
520000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,2.0,35.0,Fragata Sarmiento 1663,no,520000.0,1.48571428571428e+16,departamentos-,54049032,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Fragata Sarmiento 1663,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
390000,"Villa Crespo, Capital Federal",$ 84.000 Expensas,1.0,36.0,Vera  857,no,390000.0,1.08333333333333e+16,departamentos-,53821225,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 857,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59580261428572,-58.44058761428572
400000,"Villa Crespo, Capital Federal",$ 60.000 Expensas,1.0,40.0,Eustaquio Frias al 100,no,400000.0,10000.0,departamentos-,54135136,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Eustaquio Frias 100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6038909,-58.4371172
800000,"Villa Crespo, Capital Federal",$ 250.000 Expensas,4.0,115.0,HONORIO PUEYRREDON 1500,no,800000.0,6956521739130430.0,departamentos-,46888687,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"HONORIO PUEYRREDON 1500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6040924,-58.4486101
USD 550,"Villa Crespo, Capital Federal",,2.0,65.0,Avenida Estado de Israel 4400,si,778250.0,1.19730769230769e+16,departamentos-,53931019,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Avenida Estado de Israel 4400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5984783,-58.4278818
465000,"Villa Crespo, Capital Federal",$ 67.000 Expensas,1.0,30.0,"Camargo 400 caba, Villa Crespo, Capital Federal, Argentina.",no,465000.0,15500.0,departamentos-,54062253,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Camargo 400 caba, Villa Crespo, Capital Federal, Argentina.,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
400000,"Villa Crespo, Capital Federal",$ 60.000 Expensas,2.0,47.0,Lavalleja al 100,no,400000.0,851063829787234.0,departamentos-,54069962,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6030252,-58.4378961
350000,"Villa Crespo, Capital Federal",,1.0,27.0,Velasco House  - Venta Para Inversión - Monoambiente,no,350000.0,1.29629629629629e+16,departamentos-,53817660,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Velasco House - Venta Para Inversión - Monoambiente,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
500000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,1.0,40.0,Avenida Corrientes al 4800,no,500000.0,12500.0,departamentos-,53745802,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Avenida Corrientes 4800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6017554,-58.4334842
500000,"Villa Crespo, Capital Federal",$ 130.000 Expensas,2.0,60.0,Pringles al 800,no,500000.0,8333333333333330.0,departamentos-,54091049,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Pringles 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5967715,-58.4262847
USD 380,"Villa Crespo, Capital Federal",$ 119.000 Expensas,1.0,39.0,Malabia 400,si,537700.0,1.37871794871794e+16,departamentos-,54064014,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 400,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.599007,-58.4399383
380000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,2.0,31.0,Lerma 47,no,380000.0,1.2258064516129e+16,departamentos-,54027707,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lerma 47,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59786215306123,-58.428337475510205
380000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,2.0,31.0,Lerma 47,no,380000.0,1.2258064516129e+16,departamentos-,54027707,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lerma 47,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59786215306123,-58.428337475510205
380000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,2.0,31.0,Lerma 47,no,380000.0,1.2258064516129e+16,departamentos-,54027707,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lerma 47,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59786215306123,-58.428337475510205
450000,"Villa Crespo, Capital Federal",$ 120.000 Expensas,2.0,58.0,SERRANO 200,no,450000.0,7758620689655170.0,departamentos-,54134572,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"SERRANO 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5989147,-58.4459143
350000,"Villa Crespo, Capital Federal",$ 83.000 Expensas,1.0,35.0,Thames 500,no,350000.0,10000.0,departamentos-,44992198,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5955133,-58.443689
400000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,1.0,30.0,lavalleja 775,no,400000.0,1.33333333333333e+16,departamentos-,54083047,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"lavalleja 775,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59909285714285,-58.43137387755102
310000,"Villa Crespo, Capital Federal",$ 55.000 Expensas,1.0,32.0,VERA 844,no,310000.0,9687.5,departamentos-,53616202,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"VERA 844,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.595997257142855,-58.44065237142857
300000,"Villa Crespo, Capital Federal",,2.0,40.0,Avenida Corrientes & Julián Álvarez,no,300000.0,7500.0,departamentos-,53562662,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Avenida Corrientes & Julián Álvarez,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 450,"Villa Crespo, Capital Federal",,1.0,40.0,Thames al 600,si,636750.0,15918.75,departamentos-,53982772,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.594554,-58.442066
600000,"Villa Crespo, Capital Federal",$ 100.000 Expensas,2.0,57.0,ACEVEDO 400. Entre Vera y Av. corrientes,no,600000.0,1.05263157894736e+16,departamentos-,52909682,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"ACEVEDO 400. Entre Vera y Av. corrientes,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
280000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,1.0,38.0,Av. Corrientes 4566,no,280000.0,7368421052631570.0,departamentos-,53825624,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av. Corrientes 4566,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5938731,-58.4452384
550000,"Villa Crespo, Capital Federal",,2.0,45.0,Cordoba 4112,no,550000.0,1.22222222222222e+16,departamentos-,49686777,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Cordoba 4112,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.597142118367344,-58.425089353061225
380000,"Villa Crespo, Capital Federal",$ 45.000 Expensas,2.0,45.0,Avda Corrientes 4900',no,380000.0,8444444444444440.0,departamentos-,53950537,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Avda Corrientes 4900',Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6012895,-58.4348964
530000,"Villa Crespo, Capital Federal",$ 35.000 Expensas,1.0,40.0,Castillo al 200,no,530000.0,13250.0,departamentos-,53844734,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Castillo 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598133,-58.431903
350000,"Villa Crespo, Capital Federal",$ 83.000 Expensas,1.0,35.0,Thames 500,no,350000.0,10000.0,departamentos-,44992198,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5955133,-58.443689
450000,"Villa Crespo, Capital Federal",$ 65.000 Expensas,3.0,48.0,HIDALGO 1430,no,450000.0,9375.0,departamentos-,53411338,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"HIDALGO 1430,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6050175,-58.4428311
380000,"Villa Crespo, Capital Federal",,2.0,60.0,Lavalleja  al 1100,no,380000.0,6333333333333330.0,departamentos-,53814835,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja 1100,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6017151,-58.4356876
390000,"Villa Crespo, Capital Federal",$ 115.000 Expensas,2.0,50.0,Darwin al 700,no,390000.0,7800.0,departamentos-,53347224,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Darwin 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59346,-58.444507
350000,"Villa Crespo, Capital Federal",$ 80.000 Expensas,2.0,43.0,MALABIA AL 200,no,350000.0,813953488372093.0,departamentos-,53642759,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"MALABIA AL 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5940735,-58.4321013
400000,"Villa Crespo, Capital Federal",$ 95.000 Expensas,1.0,45.0,Aráoz 757,no,400000.0,8888888888888880.0,departamentos-,53819398,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Aráoz 757,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.597512,-58.43311085714286
595000,"Villa Crespo, Capital Federal",,1.0,35.0,Araoz  600 6°,no,595000.0,17000.0,departamentos-,53737677,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Araoz 600 6°,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.595741,-58.4305217
700000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,4.0,105.0,Dirección no informada,no,700000.0,6666666666666660.0,departamentos-,52793095,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Dirección no informada,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 450,"Villa Crespo, Capital Federal",,1.0,40.0,Thames al 600,si,636750.0,15918.75,departamentos-,53982772,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.594554,-58.442066
700000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,4.0,105.0,Dirección no informada,no,700000.0,6666666666666660.0,departamentos-,52793095,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Dirección no informada,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 450,"Villa Crespo, Capital Federal",,1.0,40.0,Thames al 600,si,636750.0,15918.75,departamentos-,53982772,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.594554,-58.442066
400000,"Villa Crespo, Capital Federal",$ 75.000 Expensas,2.0,49.0,Carranza 1156,no,400000.0,8163265306122440.0,departamentos-,53920513,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Carranza 1156,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 450,"Villa Crespo, Capital Federal",,1.0,40.0,Vera 256,si,636750.0,15918.75,departamentos-,53706566,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 256,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.60115564693877,-58.43579724489796
USD 450,"Villa Crespo, Capital Federal",,1.0,40.0,Thames al 600,si,636750.0,15918.75,departamentos-,53982772,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.594554,-58.442066
530000,"Villa Crespo, Capital Federal",$ 35.000 Expensas,1.0,40.0,Castillo al 200,no,530000.0,13250.0,departamentos-,53844734,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Castillo 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598133,-58.431903
700000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,4.0,105.0,Dirección no informada,no,700000.0,6666666666666660.0,departamentos-,52793095,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Dirección no informada,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
550000,"Villa Crespo, Capital Federal",$ 91.000 Expensas,2.0,39.0,Padilla,no,550000.0,1.41025641025641e+16,departamentos-,53906233,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Padilla,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6035108,-58.4393528
290000,"Villa Crespo, Capital Federal",$ 50.000 Expensas,1.0,36.0,Gurruchaga  400 1°,no,290000.0,8055555555555550.0,departamentos-,54096883,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Gurruchaga 400 1°,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5988153,-58.4436101
USD 600,"Villa Crespo, Capital Federal",$ 150.000 Expensas,2.0,50.0,Frias al 500,si,849000.0,16980.0,departamentos-,54057944,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Frias 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6010258,-58.4326687
700000,"Villa Crespo, Capital Federal",$ 30.000 Expensas,4.0,105.0,Dirección no informada,no,700000.0,6666666666666660.0,departamentos-,52793095,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Dirección no informada,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 750,"Villa Crespo, Capital Federal",$ 115.000 Expensas,3.0,80.0,Luis María Drago 272 ,si,1061250.0,13265625.0,departamentos-,53888837,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Luis María Drago 272 ,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.601751,-58.437083571428566
530000,"Villa Crespo, Capital Federal",$ 35.000 Expensas,1.0,40.0,Castillo al 200,no,530000.0,13250.0,departamentos-,53844734,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Castillo 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.598133,-58.431903
USD 450,"Villa Crespo, Capital Federal",,1.0,40.0,Vera 256,si,636750.0,15918.75,departamentos-,53706566,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 256,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.60115564693877,-58.43579724489796
USD 550,"Villa Crespo, Capital Federal",,2.0,54.0,Av Juan B Justo 3600,si,778250.0,1.4412037037037e+16,departamentos-,54006086,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av Juan B Justo 3600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6028181,-58.4559132
330000,"Villa Crespo, Capital Federal",$ 69.078 Expensas,2.0,43.0,Lavalleja AL 800,no,330000.0,7674418604651160.0,departamentos-,53674984,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lavalleja AL 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5980992,-58.4300554
390000,"Villa Crespo, Capital Federal",,1.0,40.0,Gurruchaga al 3000,no,390000.0,9750.0,departamentos-,53296468,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Gurruchaga 3000,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5988153,-58.4436101
USD 650,"Villa Crespo, Capital Federal",$ 20.000 Expensas,2.0,73.0,Malabia 700,si,919750.0,1.25993150684931e+16,departamentos-,42072563,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5968482,-58.4365765
390000,"Villa Crespo, Capital Federal",,1.0,40.0,Gurruchaga al 3000,no,390000.0,9750.0,departamentos-,53296468,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Gurruchaga 3000,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5988153,-58.4436101
USD 650,"Villa Crespo, Capital Federal",$ 20.000 Expensas,2.0,73.0,Malabia 700,si,919750.0,1.25993150684931e+16,departamentos-,42072563,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Malabia 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5968482,-58.4365765
USD 600,"Villa Crespo, Capital Federal",,3.0,70.0,Juan B Justo 2600,si,849000.0,1212857142857140.0,departamentos-,50021742,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan B Justo 2600,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6036131,-58.4573554
350000,"Villa Crespo, Capital Federal",$ 83.000 Expensas,1.0,35.0,Thames 500,no,350000.0,10000.0,departamentos-,44992198,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Thames 500,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5955133,-58.443689
400000,"Villa Crespo, Capital Federal",$ 153.000 Expensas,1.0,40.0,Serrano Entre Vera y Ramirez DE Velazco,no,400000.0,10000.0,departamentos-,53995528,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Serrano Entre Vera y Ramirez DE Velazco,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
530000,"Villa Crespo, Capital Federal",$ 120.000 Expensas,2.0,44.0,Serrano 200,no,530000.0,1.20454545454545e+16,departamentos-,54121829,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Serrano 200,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5989147,-58.4459143
420000,"Villa Crespo, Capital Federal",$ 40.000 Expensas,1.0,30.0,Juan B. Justo 3000,no,420000.0,14000.0,departamentos-,53936753,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan B. Justo 3000,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6036131,-58.4573554
280000,"Villa Crespo, Capital Federal",$ 69.000 Expensas,1.0,16.0,"Scalabrini Ortiz, Raul Av. al 300",no,280000.0,17500.0,departamentos-,53966225,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Scalabrini Ortiz, Raul Av. 300,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5945463,-58.4302641
400000,"Villa Crespo, Capital Federal",,2.0,46.0,Humahuaca e/ Estado de Israel y Lambaré,no,400000.0,8695652173913040.0,departamentos-,54117337,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Humahuaca e/ Estado de Israel y Lambaré,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
230000,"Villa Crespo, Capital Federal",$ 36.000 Expensas,1.0,21.0,AV. Corrientes Y Av.. Dorrego,no,230000.0,1.09523809523809e+16,departamentos-,53782759,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"AV. Corrientes Y Av.. Dorrego,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
380000,"Villa Crespo, Capital Federal",$ 60.000 Expensas,2.0,60.0,Av Juan B Justo al 2900,no,380000.0,6333333333333330.0,departamentos-,53123024,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av Juan B Justo 2900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6036131,-58.4573554
450000,"Villa Crespo, Capital Federal",$ 70.000 Expensas,3.0,55.0,Vera Y AV. Angel Gallardo,no,450000.0,8181818181818180.0,departamentos-,53782786,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera Y AV. Angel Gallardo,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 650,"Villa Crespo, Capital Federal",,2.0,60.0,Darwin e/ Juan B. Justo y Villarroel,si,919750.0,1.53291666666666e+16,departamentos-,54161684,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Darwin e/ Juan B. Justo y Villarroel,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
420000,"Villa Crespo, Capital Federal",$ 40.000 Expensas,1.0,30.0,Juan B. Justo 3000,no,420000.0,14000.0,departamentos-,53936753,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan B. Justo 3000,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6036131,-58.4573554
670000,"Villa Crespo, Capital Federal",$ 100.000 Expensas,2.0,43.0,Juan Ramirez de Velasco al 900,no,670000.0,1558139534883720.0,departamentos-,53796241,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan Ramirez de Velasco 900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5949678,-58.440019
670000,"Villa Crespo, Capital Federal",$ 100.000 Expensas,2.0,43.0,Juan Ramirez de Velasco al 900,no,670000.0,1558139534883720.0,departamentos-,53796241,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Juan Ramirez de Velasco 900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5949678,-58.440019
USD 1.200,"Villa Crespo, Capital Federal",$ 204.633 Expensas,3.0,219.0,Corrientes al 4900,si,1698000.0,7753424657534240.0,departamentos-,53918413,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Corrientes 4900,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6012895,-58.4348964
USD 500,"Villa Crespo, Capital Federal",,1.0,43.0,Lerma e/ Estado de Israel y Lavalleja,si,707500.0,1.6453488372093e+16,departamentos-,53613146,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Lerma e/ Estado de Israel y Lavalleja,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
USD 300,"Villa Crespo, Capital Federal",$ 90.000 Expensas,1.0,36.0,Darwin  al 700,si,424500.0,1.17916666666666e+16,departamentos-,53726355,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Darwin 700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.59346,-58.444507
325000,"Villa Crespo, Capital Federal",$ 51.471 Expensas,2.0,36.0,ESTADO DE ISRAEL 4500. Entre Castillo y Jufre,no,325000.0,9027777777777770.0,departamentos-,53658433,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"ESTADO DE ISRAEL 4500. Entre Castillo y Jufre,Villa Crespo, Ciudad de Buenos Aires, Argentina",,
450000,"Villa Crespo, Capital Federal",$ 100.000 Expensas,1.0,47.0,Vera 800,no,450000.0,9574468085106380.0,departamentos-,54044031,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Vera 800,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5964664,-58.4402084
430000,"Villa Crespo, Capital Federal",$ 95.000 Expensas,1.0,49.0,Leopoldo Marechal 1300,no,430000.0,8775510204081630.0,departamentos-,54017598,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Leopoldo Marechal 1300,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.6037264,-58.4407304
600000,"Villa Crespo, Capital Federal",$ 135.000 Expensas,2.0,60.0,Av Cordoba  al 3700,no,600000.0,10000.0,departamentos-,53853689,Buenos Aires,,,,,Villa Crespo,VILLA CRESPO,CENTRO,"Av Cordoba 3700,Villa Crespo, Ciudad de Buenos Aires, Argentina",-34.5920594,-58.4334553
